Ensembl Gene Record	A778_D0_gene	A820_D0_gene	A870_D0_gene	A899_D0_gene
ENSG00000213453.3	2	6	3	7
ENSG00000213462.4	1413	308	226	572
ENSG00000213463.4	698	1668	1197	1300
ENSG00000213465.7	527	369	593	830
ENSG00000213467.4	3	3	2	6
ENSG00000213468.6	40	248	187	41
ENSG00000213471.10	0	4	2	1
ENSG00000213513.3	3	0	2	11
ENSG00000213514.2	3	1	2	4
ENSG00000213516.9	520	430	630	751
ENSG00000213523.10	366	839	834	645
ENSG00000213533.11	30	78	71	73
ENSG00000213539.4	1	5	7	8
ENSG00000213542.3	3	8	18	25
ENSG00000213551.4	587	393	470	1667
ENSG00000213553.4	105	324	204	282
ENSG00000213563.6	700	1368	1626	1038
ENSG00000213574.2	0	5	1	0
ENSG00000213585.10	1842	3788	2608	2805
ENSG00000213590.2	5	2	2	7
ENSG00000213593.9	1186	1406	1381	1309
ENSG00000213598.4	3	18	9	27
ENSG00000213599.10	44	22	70	82
ENSG00000213609.3	1	9	0	2
ENSG00000213613.2	1	1	0	6
ENSG00000213614.9	1126	718	756	1722
ENSG00000213619.9	558	1009	656	790
ENSG00000213621.3	1	3	6	7
ENSG00000213625.8	1508	992	1009	2692
ENSG00000213626.12	1744	1060	614	2421
ENSG00000213638.5	75	44	43	100
ENSG00000213639.9	7443	4832	5165	8963
ENSG00000213640.3	0	2	1	6
ENSG00000213650.3	1	4	2	4
ENSG00000213654.9	164	30	33	61
ENSG00000213658.11	19	17	11	36
ENSG00000213672.7	213	610	612	408
ENSG00000213676.12	2377	1007	2720	3473
ENSG00000213693.4	11	14	33	65
ENSG00000213694.4	424	28	177	887
ENSG00000213699.8	797	454	657	1401
ENSG00000213700.3	2	1	4	4
ENSG00000213706.2	1	2	1	2
ENSG00000213707.2	5	3	4	10
ENSG00000213713.3	2	7	2	2
ENSG00000213714.1	2	6	6	6
ENSG00000213719.8	4098	1704	3204	6989
ENSG00000213722.8	3543	526	1119	3599
ENSG00000213730.3	0	0	0	20
ENSG00000213740.2	9	11	10	12
ENSG00000213741.10	2343	7314	6338	11838
ENSG00000213742.6	226	183	145	241
ENSG00000213753.10	352	171	241	443
ENSG00000213757.3	1	8	5	4
ENSG00000213760.10	5	0	23	39
ENSG00000213762.11	453	104	323	2022
ENSG00000213763.4	5	0	2	6
ENSG00000213771.3	2	6	1	3
ENSG00000213772.3	0	0	0	2
ENSG00000213780.10	96	41	127	160
ENSG00000213782.7	278	176	170	379
ENSG00000213790.2	1	6	3	7
ENSG00000213793.5	488	141	218	142
ENSG00000213799.12	219	99	118	125
ENSG00000213801.4	138	35	41	62
ENSG00000213830.3	5	3	3	6
ENSG00000213839.4	4	6	6	3
ENSG00000213846.5	10	50	12	65
ENSG00000213853.9	1130	1562	2038	1876
ENSG00000213856.3	2	1	0	2
ENSG00000213859.5	330	454	193	760
ENSG00000213860.4	2	6	3	7
ENSG00000213862.4	5	12	6	7
ENSG00000213865.7	114	109	35	67
ENSG00000213866.3	19	39	41	36
ENSG00000213881.3	0	3	1	4
ENSG00000213885.3	4	3	0	0
ENSG00000213886.3	3	0	0	10
ENSG00000213888.3	35	19	7	102
ENSG00000213889.10	8	7	47	9
ENSG00000213901.10	34	20	85	150
ENSG00000213903.8	107	778	63	1189
ENSG00000213904.8	9	10	21	31
ENSG00000213906.9	90	358	62	491
ENSG00000213918.10	840	276	437	590
ENSG00000213920.8	36	23	66	40
ENSG00000213923.11	516	635	777	1526
ENSG00000213928.8	356	300	347	308
ENSG00000213930.11	210	299	608	468
ENSG00000213935.3	1	1	1	2
ENSG00000213937.3	383	61	449	822
ENSG00000213943.3	5	22	3	11
ENSG00000213946.3	1	1	3	3
ENSG00000213949.8	111	178	18	103
ENSG00000213958.2	0	7	0	3
ENSG00000213963.6	27	36	35	30
ENSG00000213965.3	132	263	245	486
ENSG00000213967.10	119	38	85	78
ENSG00000213970.4	1	2	1	2
ENSG00000213973.8	8	11	6	5
ENSG00000213976.4	15	23	5	3
ENSG00000213977.7	381	296	588	990
ENSG00000213983.11	2410	2828	3075	3256
ENSG00000213985.4	1	1	1	6
ENSG00000213988.10	88	277	127	102
ENSG00000213995.11	698	535	589	826
ENSG00000213996.12	7	4	3	8
ENSG00000213999.15	3	6	0	18
ENSG00000214012.4	1	8	1	1
ENSG00000214013.9	281	257	112	210
ENSG00000214016.3	0	10	2	4
ENSG00000214018.3	6	8	5	14
ENSG00000214019.2	3	2	0	4
ENSG00000214021.15	823	650	605	1838
ENSG00000214022.11	2223	1161	1633	4680
ENSG00000214026.10	272	540	65	333
ENSG00000214029.4	285	169	210	206
ENSG00000214041.4	5	0	0	0
ENSG00000214046.8	574	2036	1036	1922
ENSG00000214049.7	1186	5647	1492	2877
ENSG00000214050.7	185	50	38	95
ENSG00000214063.10	341	458	453	1578
ENSG00000214076.3	20	17	75	88
ENSG00000214077.4	1	1	0	1
ENSG00000214078.12	2241	1688	1883	8452
ENSG00000214087.8	501	992	461	744
ENSG00000214106.8	127	54	214	358
ENSG00000214110.3	21	67	2	37
ENSG00000214113.10	298	238	262	594
ENSG00000214114.8	194	321	215	269
ENSG00000214121.4	0	1	3	3
ENSG00000214128.10	0	1	2	3
ENSG00000214135.8	538	385	881	998
ENSG00000214140.10	3	11	6	12
ENSG00000214145.6	8	3	11	32
ENSG00000214146.2	2	2	2	16
ENSG00000214160.9	1017	802	1355	2000
ENSG00000214174.8	99	135	116	96
ENSG00000214176.9	668	485	426	902
ENSG00000214182.5	61	76	77	155
ENSG00000214184.3	2	3	2	6
ENSG00000214185.3	1	1	1	16
ENSG00000214188.9	4	2	5	31
ENSG00000214189.9	8	111	19	30
ENSG00000214192.3	5	5	3	1
ENSG00000214193.10	589	1961	465	1121
ENSG00000214194.8	481	334	330	736
ENSG00000214198.8	13	21	5	32
ENSG00000214199.3	17	27	23	42
ENSG00000214207.2	0	11	2	4
ENSG00000214212.8	7	27	3	18
ENSG00000214222.2	7	7	2	9
ENSG00000214223.4	32	73	18	61
ENSG00000214226.8	42	26	46	27
ENSG00000214243.3	0	1	1	2
ENSG00000214248.2	41	38	12	37
ENSG00000214253.8	859	842	989	2075
ENSG00000214262.4	7	1	3	0
ENSG00000214273.4	0	1	0	7
ENSG00000214274.9	33	9	8	115
ENSG00000214279.13	113	461	133	153
ENSG00000214290.8	3	76	11	44
ENSG00000214293.8	125	51	265	109
ENSG00000214297.3	1	1	1	2
ENSG00000214300.7	9	5	2	3
ENSG00000214309.4	8	24	17	117
ENSG00000214313.8	1	0	0	15
ENSG00000214331.8	102	127	153	175
ENSG00000214336.4	31	17	28	87
ENSG00000214353.7	7	1	0	4
ENSG00000214357.8	219	632	226	758
ENSG00000214367.7	286	509	138	229
ENSG00000214376.5	2	18	5	7
ENSG00000214389.2	42	92	75	101
ENSG00000214391.3	4	13	3	7
ENSG00000214401.4	47	7	36	12
ENSG00000214402.6	27	0	119	484
ENSG00000214413.7	291	311	248	377
ENSG00000214425.7	2	266	2	217
ENSG00000214432.9	3	2	3	5
ENSG00000214435.7	2	1	0	39
ENSG00000214439.4	13	8	44	37
ENSG00000214455.4	19	30	13	22
ENSG00000214456.8	6	14	42	236
ENSG00000214460.3	1	3	3	2
ENSG00000214485.6	50	170	48	68
ENSG00000214491.8	3	13	44	16
ENSG00000214514.8	2	3	0	6
ENSG00000214517.9	912	1506	788	642
ENSG00000214530.9	481	136	329	213
ENSG00000214533.3	3	10	0	2
ENSG00000214534.5	6	14	5	2
ENSG00000214535.3	4	5	6	8
ENSG00000214541.3	5	6	0	12
ENSG00000214544.7	2	6	2	4
ENSG00000214548.16	968	15	27	2063
ENSG00000214558.4	2	3	3	3
ENSG00000214562.14	27	8	18	204
ENSG00000214575.9	2	7	3	258
ENSG00000214593.3	2	0	3	2
ENSG00000214595.11	82	15	191	42
ENSG00000214617.9	754	1	11	127
ENSG00000214646.8	2	0	2	6
ENSG00000214652.5	33	22	0	3
ENSG00000214653.4	0	2	0	1
ENSG00000214654.8	21	52	16	23
ENSG00000214655.10	1986	872	1968	4956
ENSG00000214688.5	5	1	0	18
ENSG00000214694.11	19	7	13	29
ENSG00000214706.10	310	1511	993	948
ENSG00000214708.4	2	4	0	14
ENSG00000214711.9	74	34	3	23
ENSG00000214719.11	26	12	10	25
ENSG00000214725.9	23	1	3	2
ENSG00000214753.3	1726	2944	1527	1689
ENSG00000214756.7	114	111	118	252
ENSG00000214765.8	256	194	115	509
ENSG00000214770.3	12	16	1	8
ENSG00000214776.12	82	9	2	1
ENSG00000214783.9	148	138	13	232
ENSG00000214784.4	2	8	3	6
ENSG00000214796.8	52	15	7	11
ENSG00000214803.3	2	3	1	0
ENSG00000214814.7	4	5	10	7
ENSG00000214820.3	2	1	4	2
ENSG00000214826.5	51	159	43	114
ENSG00000214827.9	11	85	100	73
ENSG00000214832.5	12	8	10	15
ENSG00000214837.8	25	7	5	16
ENSG00000214851.4	1	3	0	17
ENSG00000214856.11	0	0	0	0
ENSG00000214860.4	28	15	19	42
ENSG00000214870.8	14	5	6	67
ENSG00000214872.8	0	3	0	2
ENSG00000214897.4	3	2	12	6
ENSG00000214900.9	32	25	14	83
ENSG00000214922.9	29	2	15	38
ENSG00000214941.7	170	190	125	244
ENSG00000214944.9	432	570	85	664
ENSG00000214946.14	28	9	12	22
ENSG00000214954.8	10	20	8	3
ENSG00000214960.9	47	49	62	125
ENSG00000214975.4	5	10	5	6
ENSG00000214992.6	0	0	2	2
ENSG00000214999.3	3	1	29	15
ENSG00000215007.3	0	1	4	2
ENSG00000215012.8	388	282	868	667
ENSG00000215014.5	8	17	9	15
ENSG00000215018.9	55	4	2	16
ENSG00000215021.8	1561	4008	1738	5614
ENSG00000215022.7	44	16	27	61
ENSG00000215030.5	33	125	68	84
ENSG00000215039.6	706	304	417	1664
ENSG00000215041.9	478	768	582	838
ENSG00000215045.8	27	8	12	42
ENSG00000215067.9	29	92	37	99
ENSG00000215068.7	3	12	7	19
ENSG00000215086.2	1	9	7	10
ENSG00000215089.3	1	9	1	2
ENSG00000215097.3	4	1	3	7
ENSG00000215102.2	3	0	0	2
ENSG00000215105.4	62	20	38	224
ENSG00000215114.8	1117	934	338	480
ENSG00000215126.10	121	166	156	152
ENSG00000215146.5	204	100	148	110
ENSG00000215154.6	87	70	73	98
ENSG00000215156.5	0	4	1	0
ENSG00000215158.9	59	67	45	120
ENSG00000215182.8	5	20	1	57
ENSG00000215183.4	8	2	7	5
ENSG00000215186.6	1	0	0	7
ENSG00000215187.10	26	43	9	7
ENSG00000215190.9	116	49	57	189
ENSG00000215193.12	729	615	1814	2242
ENSG00000215210.3	0	7	1	1
ENSG00000215217.6	100	247	32	23
ENSG00000215237.6	6	10	1	6
ENSG00000215241.3	61	137	26	129
ENSG00000215244.2	0	5	5	2
ENSG00000215246.5	1	0	3	128
ENSG00000215251.3	594	634	535	865
ENSG00000215252.11	930	2315	1167	1600
ENSG00000215256.3	301	163	256	347
ENSG00000215270.3	13	3	1	0
ENSG00000215271.7	259	195	237	449
ENSG00000215301.10	3854	5645	4411	6290
ENSG00000215302.8	22	17	17	28
ENSG00000215305.9	686	733	738	1149
ENSG00000215349.2	1	1	1	4
ENSG00000215374.5	72	33	9	63
ENSG00000215375.6	18	145	64	217
ENSG00000215386.12	283	78	22	87
ENSG00000215388.3	3	14	17	10
ENSG00000215414.4	0	1	0	2
ENSG00000215417.12	44	117	62	115
ENSG00000215421.9	258	137	79	161
ENSG00000215424.9	118	209	111	108
ENSG00000215440.11	459	591	734	1710
ENSG00000215441.3	0	0	2	9
ENSG00000215452.5	14	1	23	1
ENSG00000215458.8	34	9	9	68
ENSG00000215472.10	3	2	3	8
ENSG00000215475.4	10	1	124	1034
ENSG00000215478.8	5	1	1	15
ENSG00000215481.9	11	5	0	2
ENSG00000215482.3	3	4	2	11
ENSG00000215483.10	14	4	15	14
ENSG00000215492.6	58	139	45	63
ENSG00000215493.3	2	1	1	0
ENSG00000215529.12	6	9	1	18
ENSG00000215533.8	0	0	0	10
ENSG00000215548.2	0	0	13	4
ENSG00000215559.8	10	0	16	0
ENSG00000215568.8	0	0	0	27
ENSG00000215595.1	1	5	0	0
ENSG00000215612.7	0	26	0	1
ENSG00000215630.6	3	2	0	5
ENSG00000215644.9	7	0	2	16
ENSG00000215692.2	3	22	13	13
ENSG00000215712.10	357	228	145	295
ENSG00000215717.5	2781	513	1102	983
ENSG00000215769.8	146	79	39	183
ENSG00000215784.5	30	28	3	46
ENSG00000215788.10	614	293	485	670
ENSG00000215790.7	506	462	585	379
ENSG00000215795.2	4	2	7	1
ENSG00000215807.4	1	7	0	5
ENSG00000215808.3	240	60	238	485
ENSG00000215817.6	4	5	3	9
ENSG00000215835.2	1	5	5	6
ENSG00000215845.10	505	587	487	973
ENSG00000215859.9	0	5	3	2
ENSG00000215861.5	18	3	19	102
ENSG00000215866.7	2	3	0	9
ENSG00000215883.10	188	307	176	335
ENSG00000215895.4	2	6	3	21
ENSG00000215908.10	355	422	699	669
ENSG00000215910.7	16	18	74	112
ENSG00000215912.12	17	16	43	150
ENSG00000215915.9	316	122	172	912
ENSG00000216285.5	7	2	3	7
ENSG00000216490.3	53	23	26	68
ENSG00000216588.8	24	1	3	42
ENSG00000216775.3	109	40	40	133
ENSG00000216866.5	9	21	15	13
ENSG00000216895.9	22	12	74	80
ENSG00000216901.1	4	10	1	0
ENSG00000216906.2	1	0	3	3
ENSG00000216915.2	0	0	6	3
ENSG00000216937.13	42	26	27	119
ENSG00000216990.2	4	5	1	4
ENSG00000217094.2	8	34	5	40
ENSG00000217128.11	858	1044	795	1470
ENSG00000217130.1	3	2	2	12
ENSG00000217165.1	0	2	7	1
ENSG00000217241.1	4	2	1	24
ENSG00000217258.2	0	3	0	0
ENSG00000217275.2	2	8	9	23
ENSG00000217325.2	0	2	2	2
ENSG00000217416.4	2	1	3	2
ENSG00000217442.3	11	1	4	2
ENSG00000217555.12	102	114	136	126
ENSG00000217624.2	16	14	3	9
ENSG00000217648.1	6	7	16	15
ENSG00000217702.2	4	0	0	0
ENSG00000217716.3	2	3	1	3
ENSG00000217801.9	79	48	98	31
ENSG00000217835.3	2	3	1	5
ENSG00000217930.7	170	136	187	335
ENSG00000217950.4	0	3	1	3
ENSG00000218014.1	1	6	3	17
ENSG00000218018.2	7	1	7	8
ENSG00000218073.1	3	0	3	1
ENSG00000218175.2	12	78	17	62
ENSG00000218208.1	0	5	0	13
ENSG00000218226.1	5	7	3	2
ENSG00000218227.3	6	86	6	25
ENSG00000218274.2	7	1	0	15
ENSG00000218283.2	142	69	98	224
ENSG00000218336.8	43	1	161	1
ENSG00000218350.1	1	2	0	0
ENSG00000218358.2	0	2	1	1
ENSG00000218416.4	275	126	533	39
ENSG00000218418.2	7	1	5	15
ENSG00000218426.5	143	267	212	336
ENSG00000218510.8	141	351	135	274
ENSG00000218537.1	191	393	704	458
ENSG00000218582.2	1	1	0	8
ENSG00000218690.2	1	0	0	10
ENSG00000218739.9	1501	907	832	878
ENSG00000218891.4	559	250	437	2222
ENSG00000219023.1	4	6	7	3
ENSG00000219102.3	5	1	3	10
ENSG00000219133.2	5	1	2	1
ENSG00000219159.4	3	0	0	17
ENSG00000219200.11	110	190	96	230
ENSG00000219201.4	6	5	1	2
ENSG00000219395.2	7	5	1	6
ENSG00000219410.6	74	59	69	56
ENSG00000219438.8	67	18	25	10
ENSG00000219451.3	11	17	5	5
ENSG00000219470.1	6	9	8	7
ENSG00000219481.10	328	425	321	526
ENSG00000219487.2	2	2	1	2
ENSG00000219507.4	21	21	49	29
ENSG00000219529.2	1	6	1	0
ENSG00000219545.11	132	52	117	253
ENSG00000219607.3	148	187	81	162
ENSG00000219626.8	153	45	45	203
ENSG00000219665.8	28	66	29	143
ENSG00000219682.4	0	0	2	3
ENSG00000219747.1	3	3	5	1
ENSG00000219891.2	46	24	19	34
ENSG00000219986.2	3	1	1	3
ENSG00000220161.4	0	0	0	13
ENSG00000220201.7	4	55	10	96
ENSG00000220205.8	616	388	495	1398
ENSG00000220305.1	4	4	4	1
ENSG00000220323.4	196	364	361	1128
ENSG00000220472.1	5	36	6	15
ENSG00000220563.1	5	0	9	2
ENSG00000220583.1	14	48	13	21
ENSG00000220685.3	3	1	1	2
ENSG00000220744.1	1	3	4	0
ENSG00000220749.4	11	15	15	18
ENSG00000220785.7	49	50	19	41
ENSG00000220804.8	31	74	49	120
ENSG00000220842.6	17	33	31	14
ENSG00000220848.5	13	11	14	18
ENSG00000220891.1	3	2	1	4
ENSG00000221817.9	94	45	52	218
ENSG00000221819.6	2	2	1	1
ENSG00000221821.3	38	29	21	48
ENSG00000221823.10	1469	1035	1041	1798
ENSG00000221829.9	288	476	291	334
ENSG00000221838.9	527	342	207	406
ENSG00000221843.4	17	5	6	3
ENSG00000221845.4	0	0	0	9
ENSG00000221866.9	41	7	63	155
ENSG00000221867.8	1	0	2	21
ENSG00000221869.4	1060	2248	817	3308
ENSG00000221882.3	31	0	0	0
ENSG00000221883.3	9	4	17	26
ENSG00000221886.3	69	54	67	151
ENSG00000221887.5	2	0	0	3
ENSG00000221890.3	563	515	550	851
ENSG00000221909.2	106	74	104	124
ENSG00000221914.9	1598	1304	752	846
ENSG00000221916.3	8	7	14	4
ENSG00000221923.8	198	33	165	119
ENSG00000221926.12	653	293	467	830
ENSG00000221930.6	4	4	1	6
ENSG00000221944.7	106	103	206	406
ENSG00000221946.7	51	0	229	12
ENSG00000221947.7	112	32	101	3
ENSG00000221949.5	18	12	4	59
ENSG00000221953.5	13	4	8	19
ENSG00000221955.10	84	216	113	1027
ENSG00000221963.5	290	312	605	2128
ENSG00000221968.8	759	746	885	1317
ENSG00000221978.11	3899	5092	3405	7905
ENSG00000221983.7	2384	6619	4353	9544
ENSG00000221986.6	23	1	3	19
ENSG00000221988.12	174	77	270	197
ENSG00000221990.4	36	75	53	100
ENSG00000221994.10	26	23	69	186
ENSG00000221995.5	77	21	60	33
ENSG00000222005.9	5	0	1	3
ENSG00000222009.8	359	127	484	1027
ENSG00000222011.8	64	70	66	127
ENSG00000222014.5	3	7	2	4
ENSG00000222017.1	2	0	11	2
ENSG00000222019.7	12	10	15	24
ENSG00000222020.2	0	16	3	8
ENSG00000222033.1	1	1	1	25
ENSG00000222035.3	1	0	2	4
ENSG00000222041.11	133	188	194	402
ENSG00000222043.2	3	1	1	2
ENSG00000222046.2	2	20	0	6
ENSG00000222047.8	8	8	4	9
ENSG00000223117.1	4	1	2	2
ENSG00000223343.1	2	8	5	4
ENSG00000223356.1	3	2	2	1
ENSG00000223361.5	13	30	57	28
ENSG00000223387.6	0	2	1	10
ENSG00000223390.1	1	7	1	9
ENSG00000223393.1	3	2	1	12
ENSG00000223396.4	107	50	54	67
ENSG00000223403.4	11	0	0	18
ENSG00000223459.6	72	31	13	53
ENSG00000223466.1	4	1	9	1
ENSG00000223478.1	2	41	6	9
ENSG00000223482.7	131	98	245	525
ENSG00000223485.2	4	1	2	3
ENSG00000223486.1	10	1	0	9
ENSG00000223496.2	319	242	506	883
ENSG00000223501.8	1154	577	946	1336
ENSG00000223508.5	23	4	7	10
ENSG00000223509.8	21	52	93	57
ENSG00000223529.1	2	0	3	3
ENSG00000223546.6	37	34	12	83
ENSG00000223547.9	271	829	433	678
ENSG00000223549.1	1	5	0	1
ENSG00000223551.1	3	3	3	17
ENSG00000223559.1	2	7	4	7
ENSG00000223572.9	2	106	15	125
ENSG00000223573.7	105	24	5	41
ENSG00000223599.1	2	3	3	17
ENSG00000223612.3	1	1	2	2
ENSG00000223617.2	2	0	0	5
ENSG00000223652.2	3	14	1	0
ENSG00000223658.7	8	8	8	48
ENSG00000223668.1	3	5	0	7
ENSG00000223669.1	38	0	0	0
ENSG00000223685.5	5	0	5	1
ENSG00000223697.3	14	9	9	1
ENSG00000223704.1	0	44	6	16
ENSG00000223705.9	937	945	2308	1177
ENSG00000223711.1	5	0	0	5
ENSG00000223715.1	1	0	0	6
ENSG00000223722.3	1	2	4	2
ENSG00000223723.1	2	0	1	2
ENSG00000223725.6	15	3	0	0
ENSG00000223745.7	530	668	755	610
ENSG00000223749.9	0	9	4	91
ENSG00000223756.6	12	83	8	34
ENSG00000223760.4	1	7	3	2
ENSG00000223764.2	50	2	10	15
ENSG00000223768.2	313	197	346	811
ENSG00000223774.5	3	0	0	6
ENSG00000223776.5	1	2	1	14
ENSG00000223784.2	12	1	20	9
ENSG00000223786.1	0	0	9	1
ENSG00000223797.5	11	32	84	14
ENSG00000223799.1	54	82	88	25
ENSG00000223802.7	28	159	31	36
ENSG00000223803.1	7	10	5	12
ENSG00000223804.5	24	14	13	40
ENSG00000223813.2	9	26	9	35
ENSG00000223820.5	3	4	8	8
ENSG00000223823.1	1	1	0	7
ENSG00000223829.5	69	63	28	3
ENSG00000223839.7	0	1	15	0
ENSG00000223855.1	26	5	4	215
ENSG00000223861.1	3	0	1	4
ENSG00000223865.10	155	273	362	1260
ENSG00000223891.5	81	89	268	129
ENSG00000223922.1	1	3	7	4
ENSG00000223923.1	8	5	1	11
ENSG00000223935.2	0	0	0	5
ENSG00000223947.1	69	7	80	15
ENSG00000223949.6	0	0	2	2
ENSG00000223953.5	0	1	10	30
ENSG00000223959.8	291	284	234	548
ENSG00000223960.6	134	174	18	160
ENSG00000223969.5	1	1	6	14
ENSG00000223979.2	0	2	1	8
ENSG00000224004.2	1	4	1	1
ENSG00000224020.1	3	1	2	5
ENSG00000224023.10	34	24	25	20
ENSG00000224032.6	451	856	157	1004
ENSG00000224034.1	0	0	2	4
ENSG00000224043.7	17	5	14	22
ENSG00000224046.1	4	14	13	12
ENSG00000224051.6	407	405	588	764
ENSG00000224063.5	1	0	0	17
ENSG00000224066.1	8	21	3	18
ENSG00000224078.13	8	842	1778	897
ENSG00000224080.1	0	3	8	14
ENSG00000224081.8	87	10	71	51
ENSG00000224086.5	87	150	104	171
ENSG00000224093.5	7	5	0	7
ENSG00000224094.1	8	32	18	34
ENSG00000224097.5	3	19	6	8
ENSG00000224109.3	0	8	0	14
ENSG00000224114.1	1	219	1	124
ENSG00000224116.6	5	0	0	0
ENSG00000224126.2	0	2	2	3
ENSG00000224137.1	0	0	0	0
ENSG00000224152.1	31	21	46	98
ENSG00000224165.5	96	59	27	41
ENSG00000224167.1	3	2	1	15
ENSG00000224183.1	3	3	2	1
ENSG00000224184.5	1	1	0	1
ENSG00000224186.8	48	60	49	42
ENSG00000224189.7	362	854	9	166
ENSG00000224215.1	1	1	2	6
ENSG00000224221.1	0	0	3	6
ENSG00000224259.6	0	148	154	445
ENSG00000224261.2	1	0	2	6
ENSG00000224271.5	15	18	13	22
ENSG00000224272.2	2	4	6	3
ENSG00000224280.1	2	6	2	9
ENSG00000224281.4	11	16	20	54
ENSG00000224287.2	19	1	20	68
ENSG00000224292.1	0	6	0	3
ENSG00000224307.1	178	185	241	207
ENSG00000224318.5	9	0	2	0
ENSG00000224328.1	26	13	17	6
ENSG00000224356.5	4	4	4	5
ENSG00000224358.1	4	3	13	28
ENSG00000224361.1	6	1	0	1
ENSG00000224367.6	1	0	1	6
ENSG00000224376.1	14	41	11	40
ENSG00000224383.7	141	211	3	137
ENSG00000224389.9	27	123	3081	1058
ENSG00000224397.5	30	8	56	43
ENSG00000224401.2	0	1	0	4
ENSG00000224402.2	0	0	0	6
ENSG00000224407.1	16	7	6	10
ENSG00000224411.3	34	49	27	66
ENSG00000224413.1	1	0	1	22
ENSG00000224415.1	0	8	0	2
ENSG00000224417.2	2	0	0	1
ENSG00000224418.1	1	1	5	21
ENSG00000224420.3	35	35	63	116
ENSG00000224424.7	20	0	17	50
ENSG00000224430.2	7	1	0	2
ENSG00000224470.7	1351	540	815	1492
ENSG00000224479.6	1	8	0	1
ENSG00000224505.2	10	16	2	19
ENSG00000224506.2	0	0	7	10
ENSG00000224511.1	3	0	1	11
ENSG00000224520.2	11	43	6	31
ENSG00000224531.5	400	198	490	373
ENSG00000224533.4	4	1	1	3
ENSG00000224536.2	68	42	15	29
ENSG00000224546.2	16	16	7	8
ENSG00000224550.1	3	0	1	3
ENSG00000224559.2	2	0	0	14
ENSG00000224568.1	6	2	4	16
ENSG00000224577.1	0	2	0	1
ENSG00000224578.5	96	168	53	128
ENSG00000224596.7	45	8	21	55
ENSG00000224597.10	76	62	169	256
ENSG00000224609.7	2	10	0	16
ENSG00000224614.1	9	2	1	6
ENSG00000224616.2	9	21	17	10
ENSG00000224621.1	4	0	4	8
ENSG00000224631.4	145	306	160	240
ENSG00000224635.1	22	47	14	17
ENSG00000224645.1	3	2	0	0
ENSG00000224646.2	11	29	7	19
ENSG00000224660.1	241	627	301	335
ENSG00000224687.1	13	4	9	48
ENSG00000224689.9	5	8	1	5
ENSG00000224699.8	16	33	23	31
ENSG00000224713.4	5	2	4	5
ENSG00000224717.1	9	9	0	5
ENSG00000224721.1	0	0	0	2
ENSG00000224722.3	2	5	2	2
ENSG00000224728.1	2	8	15	16
ENSG00000224729.5	4	22	1	19
ENSG00000224738.1	11	9	1	4
ENSG00000224746.1	2	3	1	8
ENSG00000224763.1	0	0	0	2
ENSG00000224769.1	169	152	258	172
ENSG00000224773.2	5	0	1	3
ENSG00000224781.1	1	4	0	8
ENSG00000224786.2	3	4	6	27
ENSG00000224789.1	17	1	0	3
ENSG00000224790.2	5	13	5	10
ENSG00000224805.2	0	1	2	8
ENSG00000224810.1	1	9	4	4
ENSG00000224812.2	8	2	0	8
ENSG00000224831.3	6	8	4	9
ENSG00000224837.1	0	3	5	2
ENSG00000224839.1	1	6	5	7
ENSG00000224843.6	10	2	17	27
ENSG00000224848.1	5	4	2	8
ENSG00000224858.5	2	112	22	14
ENSG00000224861.1	44	125	133	105
ENSG00000224870.6	255	293	289	411
ENSG00000224877.3	168	436	190	521
ENSG00000224885.1	1	1	2	6
ENSG00000224886.2	9	2	1	5
ENSG00000224888.4	17	6	15	13
ENSG00000224892.6	8	16	7	17
ENSG00000224897.6	7	17	55	2
ENSG00000224899.1	4	3	4	2
ENSG00000224905.6	8	5	4	9
ENSG00000224914.3	52	24	35	287
ENSG00000224934.4	41	54	75	161
ENSG00000224939.1	2	5	2	5
ENSG00000224940.8	4	0	0	12
ENSG00000224945.1	9	14	3	0
ENSG00000224950.2	11	10	34	20
ENSG00000224959.1	3	2	1	4
ENSG00000224975.1	58	71	109	301
ENSG00000224976.2	1	1	2	3
ENSG00000224985.1	11	2	7	2
ENSG00000224992.2	2	0	4	4
ENSG00000225031.1	14	52	10	38
ENSG00000225032.5	46	301	82	177
ENSG00000225051.5	0	4	2	8
ENSG00000225057.2	2	0	0	5
ENSG00000225062.1	0	1	1	5
ENSG00000225067.4	1	2	1	7
ENSG00000225077.3	12	2	4	1
ENSG00000225093.1	2	10	5	12
ENSG00000225094.3	2	1	2	8
ENSG00000225096.2	22	16	5	1
ENSG00000225107.1	1	6	0	3
ENSG00000225108.1	0	4	6	1
ENSG00000225125.2	6	26	13	30
ENSG00000225127.2	0	0	8	0
ENSG00000225131.2	12	9	9	15
ENSG00000225137.1	10	7	6	5
ENSG00000225138.7	21	726	299	128
ENSG00000225151.10	78	33	71	35
ENSG00000225156.2	32	0	1	1
ENSG00000225159.1	3	12	6	8
ENSG00000225171.2	1	4	0	4
ENSG00000225177.5	9	3	10	25
ENSG00000225178.5	100	240	430	115
ENSG00000225187.1	2	0	1	6
ENSG00000225190.10	698	304	404	1079
ENSG00000225192.1	1	4	2	6
ENSG00000225193.5	1	1	1	3
ENSG00000225200.2	12	28	17	35
ENSG00000225205.5	7	49	11	8
ENSG00000225210.10	188	133	114	58
ENSG00000225217.1	104	19	1206	264
ENSG00000225234.1	2	0	1	1
ENSG00000225255.6	1	2	1	3
ENSG00000225259.4	2	9	1	3
