Ensembl Gene Record	A778_D0_gene	A820_D0_gene	A870_D0_gene	A899_D0_gene
ENSG00000167674.14	767	579	646	1254
ENSG00000167676.4	1	84	59	362
ENSG00000167680.15	25	8	14	61
ENSG00000167685.14	698	211	426	1793
ENSG00000167693.16	1406	1107	702	1911
ENSG00000167695.14	203	289	110	392
ENSG00000167699.13	908	600	551	1387
ENSG00000167700.8	279	965	1209	373
ENSG00000167701.13	40	73	1492	48
ENSG00000167702.12	2035	1469	5708	2769
ENSG00000167703.14	243	93	168	603
ENSG00000167705.11	107	478	122	426
ENSG00000167711.13	8	9	3	36
ENSG00000167716.18	267	286	204	1450
ENSG00000167720.12	90	103	80	142
ENSG00000167721.10	917	897	816	1940
ENSG00000167723.14	117	4	22	107
ENSG00000167733.13	103	95	42	135
ENSG00000167740.9	70	199	57	249
ENSG00000167741.10	698	306	115	202
ENSG00000167747.14	632	622	385	1806
ENSG00000167748.10	148	21	0	190
ENSG00000167749.11	0	1	7	12
ENSG00000167751.12	38	3	0	6
ENSG00000167754.12	663	2206	659	322
ENSG00000167755.14	4317	5421	11796	1997
ENSG00000167757.13	747	740	825	866
ENSG00000167759.12	11	272	19	122
ENSG00000167766.18	2260	1340	1055	988
ENSG00000167767.13	2203	785	1508	3854
ENSG00000167770.11	1394	1664	1290	1242
ENSG00000167771.5	241	2196	67	193
ENSG00000167772.11	635	7764	509	206
ENSG00000167775.10	562	2412	315	772
ENSG00000167778.8	936	506	886	995
ENSG00000167779.8	154	20	285	338
ENSG00000167785.8	956	1121	656	1491
ENSG00000167792.12	1845	3502	3111	2776
ENSG00000167797.7	756	412	730	937
ENSG00000167799.9	38	83	88	57
ENSG00000167807.15	3	15	6	51
ENSG00000167815.11	1382	7798	2364	1440
ENSG00000167840.13	179	100	52	107
ENSG00000167842.15	501	173	336	623
ENSG00000167850.3	7	6	5	8
ENSG00000167851.14	49	70	68	84
ENSG00000167858.12	21	62	0	2
ENSG00000167861.15	1957	3633	670	1100
ENSG00000167862.9	197	583	127	319
ENSG00000167863.11	1064	3129	1215	1561
ENSG00000167874.6	84	10	9	42
ENSG00000167880.7	2184	1496	938	1433
ENSG00000167881.14	1632	1456	805	1688
ENSG00000167889.12	266	51	15	16
ENSG00000167895.14	56	58	41	180
ENSG00000167900.11	214	1056	399	933
ENSG00000167904.14	630	784	287	236
ENSG00000167912.5	8	11	4	70
ENSG00000167914.11	3	0	1	2
ENSG00000167920.8	98	127	171	383
ENSG00000167925.15	344	656	219	500
ENSG00000167930.15	886	467	413	977
ENSG00000167941.2	0	2	0	4
ENSG00000167962.13	902	479	1109	1952
ENSG00000167964.12	44	101	219	42
ENSG00000167965.17	551	369	571	677
ENSG00000167967.15	774	331	636	950
ENSG00000167968.12	31	6	1	14
ENSG00000167969.12	763	582	605	1074
ENSG00000167971.15	255	149	291	249
ENSG00000167972.13	607	255	1245	969
ENSG00000167977.8	819	791	466	943
ENSG00000167978.16	17932	19566	27184	24898
ENSG00000167981.6	3	74	196	85
ENSG00000167984.17	8	8	5	23
ENSG00000167985.6	265	162	255	207
ENSG00000167986.13	3417	5963	3364	4000
ENSG00000167987.10	761	617	462	645
ENSG00000167992.12	25	761	258	187
ENSG00000167994.11	133	68	74	277
ENSG00000167995.15	2266	3100	6693	1529
ENSG00000167996.15	28427	34634	73534	45854
ENSG00000168000.14	306	365	221	204
ENSG00000168002.11	548	1401	563	490
ENSG00000168003.16	2483	4143	3184	3297
ENSG00000168004.9	2	5	3	2
ENSG00000168005.8	815	812	424	485
ENSG00000168010.10	340	466	238	399
ENSG00000168014.16	825	792	450	578
ENSG00000168016.14	180	54	210	636
ENSG00000168026.18	77	190	129	192
ENSG00000168028.13	4243	33142	20112	18395
ENSG00000168032.9	16	2	10	17
ENSG00000168036.17	2708	5430	4581	4148
ENSG00000168038.10	37	105	46	191
ENSG00000168040.4	401	742	241	309
ENSG00000168056.15	3050	950	4721	5820
ENSG00000168060.15	162	25	0	38
ENSG00000168061.14	135	220	130	237
ENSG00000168062.9	35	5	8	14
ENSG00000168066.20	3913	5050	3423	4314
ENSG00000168067.11	512	159	368	656
ENSG00000168070.11	21	22	0	1
ENSG00000168071.21	223	153	808	741
ENSG00000168077.13	2092	1119	3516	2786
ENSG00000168078.9	176	306	60	351
ENSG00000168079.16	2	0	2	1
ENSG00000168081.8	1937	39	175	1291
ENSG00000168090.9	895	1852	1209	1959
ENSG00000168092.13	1608	2072	2170	1753
ENSG00000168096.14	267	180	280	477
ENSG00000168101.14	443	244	661	483
ENSG00000168116.13	168	122	42	79
ENSG00000168118.11	603	571	905	835
ENSG00000168135.4	53	0	20	22
ENSG00000168137.15	3421	2981	2747	20
ENSG00000168140.4	1619	385	551	2267
ENSG00000168143.8	61	61	5	0
ENSG00000168152.12	142	73	48	108
ENSG00000168159.11	1248	1289	1931	3380
ENSG00000168172.8	1893	1370	888	734
ENSG00000168175.14	1184	1490	759	2533
ENSG00000168209.4	297	4744	2105	4155
ENSG00000168214.20	1485	1814	924	1106
ENSG00000168216.11	1120	299	896	671
ENSG00000168228.14	114	112	68	109
ENSG00000168234.12	261	169	463	967
ENSG00000168237.17	36	99	180	112
ENSG00000168243.10	136	2	0	21
ENSG00000168246.5	627	558	292	625
ENSG00000168255.20	93	68	65	257
ENSG00000168256.17	960	1457	477	1435
ENSG00000168259.14	862	2123	946	1446
ENSG00000168264.10	5860	4402	3951	7605
ENSG00000168268.10	621	1421	942	899
ENSG00000168273.7	22	251	128	216
ENSG00000168275.14	304	287	391	398
ENSG00000168280.16	315	741	833	334
ENSG00000168282.5	552	423	448	1149
ENSG00000168283.13	1112	319	873	1135
ENSG00000168286.2	303	159	388	458
ENSG00000168288.12	1715	1273	1857	1645
ENSG00000168291.12	666	1234	1157	970
ENSG00000168297.15	104	166	401	288
ENSG00000168298.6	2	2	7	39
ENSG00000168300.13	1555	1087	1003	879
ENSG00000168301.12	60	108	114	105
ENSG00000168303.7	309	384	162	761
ENSG00000168306.12	18	56	17	100
ENSG00000168309.17	137	416	501	1692
ENSG00000168310.10	194	190	266	425
ENSG00000168314.17	2	20	6	4
ENSG00000168329.13	4	8	27	12
ENSG00000168348.3	1	0	3	1
ENSG00000168350.7	138	16	321	168
ENSG00000168356.11	17	3	13	5
ENSG00000168374.10	1785	2294	4250	3706
ENSG00000168385.17	7348	6782	5530	9025
ENSG00000168386.18	203	18	23	146
ENSG00000168389.17	79	37	171	111
ENSG00000168393.12	242	529	187	417
ENSG00000168394.11	483	192	584	804
ENSG00000168395.15	971	1367	525	1269
ENSG00000168397.16	1369	1355	976	1452
ENSG00000168398.6	85	198	2	86
ENSG00000168404.12	13	14	18	24
ENSG00000168405.17	7	6	2	7
ENSG00000168411.13	522	477	455	954
ENSG00000168421.12	0	10	3	2
ENSG00000168427.8	175	56	155	323
ENSG00000168434.12	572	173	248	407
ENSG00000168438.14	426	226	341	337
ENSG00000168439.16	4016	5345	3242	2615
ENSG00000168447.10	0	5	17	2
ENSG00000168453.14	375	74	134	294
ENSG00000168461.12	514	315	312	1036
ENSG00000168476.11	817	670	322	833
ENSG00000168477.19	104	176	142	214
ENSG00000168481.8	8	0	2	23
ENSG00000168487.18	2279	2343	423	1461
ENSG00000168488.18	3648	1677	3472	5246
ENSG00000168490.13	10	3	5	28
ENSG00000168491.9	15	55	32	53
ENSG00000168495.12	1528	830	497	965
ENSG00000168496.3	372	670	290	735
ENSG00000168497.4	67	97	32	1886
ENSG00000168502.17	115	119	63	134
ENSG00000168505.6	0	0	0	0
ENSG00000168517.10	74	55	67	131
ENSG00000168522.12	1923	1908	1182	1380
ENSG00000168528.11	825	470	596	1809
ENSG00000168538.15	388	298	476	489
ENSG00000168542.14	1555	48	569	3194
ENSG00000168546.10	11	3	2	12
ENSG00000168556.6	115	95	156	222
ENSG00000168564.5	575	256	303	730
ENSG00000168566.12	406	396	251	436
ENSG00000168569.7	268	425	207	224
ENSG00000168575.9	4728	1161	1081	1944
ENSG00000168589.14	3	7	0	0
ENSG00000168591.15	931	688	556	1097
ENSG00000168610.14	3624	5121	2826	6147
ENSG00000168612.4	285	123	337	246
ENSG00000168615.11	4631	3632	1579	2449
ENSG00000168631.12	2	4	7	17
ENSG00000168646.12	134	332	65	150
ENSG00000168653.10	932	2639	3068	2222
ENSG00000168658.18	22	45	2	11
ENSG00000168661.14	44	56	45	110
ENSG00000168671.9	1	2	0	18
ENSG00000168672.3	2440	3235	3376	3771
ENSG00000168675.18	80	150	69	327
ENSG00000168676.10	4	13	4	11
ENSG00000168679.17	138	47	6	22
ENSG00000168685.14	30	30	8	16
ENSG00000168701.18	419	205	699	576
ENSG00000168702.17	139	10	0	2
ENSG00000168703.5	0	0	5	10
ENSG00000168710.17	1919	4122	3291	3636
ENSG00000168724.16	669	593	458	919
ENSG00000168734.13	416	220	160	389
ENSG00000168743.12	138	147	53	11
ENSG00000168748.13	1	0	1	11
ENSG00000168754.14	1	3	8	7
ENSG00000168758.10	1803	909	956	1633
ENSG00000168763.15	632	651	494	950
ENSG00000168765.16	185	267	120	340
ENSG00000168769.13	461	298	364	513
ENSG00000168772.10	4	3	2	2
ENSG00000168778.11	484	296	151	751
ENSG00000168779.19	3	3	3	0
ENSG00000168781.22	254	441	379	566
ENSG00000168785.7	83	9	13	6
ENSG00000168792.4	153	51	188	375
ENSG00000168795.4	657	473	689	437
ENSG00000168802.12	833	841	974	1927
ENSG00000168803.15	87	98	80	307
ENSG00000168806.7	173	244	93	226
ENSG00000168807.16	490	396	460	610
ENSG00000168811.6	54	41	48	403
ENSG00000168813.16	466	714	357	1222
ENSG00000168818.9	446	683	247	761
ENSG00000168824.14	1199	642	96	135
ENSG00000168826.15	112	66	22	54
ENSG00000168827.14	1245	890	1661	3069
ENSG00000168843.13	1	0	0	6
ENSG00000168852.12	22	5	25	4
ENSG00000168872.16	241	319	312	513
ENSG00000168874.12	31	50	41	246
ENSG00000168876.8	269	350	288	261
ENSG00000168878.16	0	110	2	1
ENSG00000168883.19	1051	758	669	1134
ENSG00000168884.14	676	856	235	675
ENSG00000168887.10	804	668	584	1208
ENSG00000168890.13	266	240	287	442
ENSG00000168894.9	784	772	1041	1275
ENSG00000168899.4	41	77	67	62
ENSG00000168904.14	107	43	178	181
ENSG00000168906.12	4265	6035	6613	11629
ENSG00000168907.13	21	1	1	16
ENSG00000168913.6	25	29	40	38
ENSG00000168916.15	1700	484	856	1120
ENSG00000168917.8	6	28	8	420
ENSG00000168918.13	66	52	23	55
ENSG00000168924.14	672	1639	531	1331
ENSG00000168936.10	327	584	377	848
ENSG00000168938.5	624	656	466	835
ENSG00000168944.15	313	192	227	407
ENSG00000168952.15	81	1168	57	258
ENSG00000168958.19	1097	1378	733	1341
ENSG00000168959.14	4	0	1	5
ENSG00000168961.16	856	1630	307	1185
ENSG00000168970.22	567	441	158	402
ENSG00000168992.4	5	1	3	6
ENSG00000168993.14	22	79	110	286
ENSG00000168994.13	752	251	585	1545
ENSG00000168995.13	22	10	21	11
ENSG00000169006.6	2	0	0	12
ENSG00000169016.16	582	236	305	736
ENSG00000169018.5	1206	1107	476	1627
ENSG00000169019.10	167	235	160	272
ENSG00000169020.9	381	1399	1102	1556
ENSG00000169021.5	652	2282	1278	4070
ENSG00000169026.12	88	131	85	35
ENSG00000169031.19	16	14	262	359
ENSG00000169032.9	701	1878	651	1035
ENSG00000169035.11	2993	2043	7765	1091
ENSG00000169040.14	0	10	4	22
ENSG00000169045.17	9437	12395	12494	14868
ENSG00000169047.5	787	1044	303	795
ENSG00000169057.21	763	1999	1835	2068
ENSG00000169062.14	1527	1306	985	2252
ENSG00000169064.12	53	105	1	12
ENSG00000169067.3	2	29	7	20
ENSG00000169071.14	8	9	41	77
ENSG00000169083.16	15	2	192	69
ENSG00000169087.10	131	125	103	707
ENSG00000169105.7	488	233	96	582
ENSG00000169116.11	10	15	8	19
ENSG00000169118.17	627	994	214	682
ENSG00000169122.11	164	73	60	205
ENSG00000169126.15	7	45	2	12
ENSG00000169129.14	1138	2320	463	3938
ENSG00000169131.12	316	286	283	350
ENSG00000169136.10	1470	251	785	8529
ENSG00000169139.11	1145	1111	833	1092
ENSG00000169155.9	634	637	382	602
ENSG00000169169.14	548	1	9	201
ENSG00000169174.10	1	8	2	23
ENSG00000169180.11	1738	789	1134	2010
ENSG00000169181.12	0	0	5	3
ENSG00000169184.5	22	20	141	414
ENSG00000169188.4	258	281	168	525
ENSG00000169189.16	412	448	479	535
ENSG00000169193.11	135	29	59	244
ENSG00000169203.16	43	11	16	48
ENSG00000169213.6	29	11	13	56
ENSG00000169217.8	1930	561	1041	2358
ENSG00000169218.13	9	0	21	515
ENSG00000169220.17	250	55	353	397
ENSG00000169221.13	1413	468	910	1518
ENSG00000169223.14	1904	1669	1557	2874
ENSG00000169228.13	178	220	214	298
ENSG00000169230.9	794	1750	1398	2075
ENSG00000169231.13	2362	647	1523	7180
ENSG00000169239.12	70	101	58	100
ENSG00000169241.18	1273	1003	1377	1582
ENSG00000169242.11	1341	1072	924	1518
ENSG00000169245.5	102	23	12	19
ENSG00000169246.16	28	31	17	44
ENSG00000169247.12	28	18	9	77
ENSG00000169248.12	19	8	6	7
ENSG00000169249.12	85	101	80	267
ENSG00000169251.12	1209	979	1612	2239
ENSG00000169252.5	2	4	2	10
ENSG00000169255.14	359	577	693	683
ENSG00000169258.6	207	61	120	315
ENSG00000169271.2	2	0	1	18
ENSG00000169282.17	17	8	3	12
ENSG00000169288.17	246	174	221	267
ENSG00000169291.9	17	4	65	91
ENSG00000169299.13	348	501	356	283
ENSG00000169302.15	50	31	47	49
ENSG00000169313.9	1	3	19	1
ENSG00000169314.14	3	1	1	6
ENSG00000169330.8	30	3	8	31
ENSG00000169359.14	668	366	670	1826
ENSG00000169371.13	210	193	118	194
ENSG00000169372.12	86	112	98	57
ENSG00000169375.15	1672	752	611	1607
ENSG00000169379.15	350	585	473	1647
ENSG00000169385.2	2	4	9	9
ENSG00000169398.19	3424	4046	3129	1827
ENSG00000169402.15	3	2	0	17
ENSG00000169403.11	499	313	111	290
ENSG00000169410.9	813	351	226	1054
ENSG00000169413.2	29	19	6	13
ENSG00000169418.9	1005	1026	1662	4011
ENSG00000169427.7	14	14	5	117
ENSG00000169429.10	622	747	103	124
ENSG00000169432.15	249	283	8	2
ENSG00000169435.13	78	71	8	10
ENSG00000169436.16	606	0	25	1142
ENSG00000169439.11	705	231	302	877
ENSG00000169442.8	32	45	26	49
ENSG00000169446.5	422	1185	858	955
ENSG00000169490.16	1175	659	442	905
ENSG00000169495.4	1	4	2	1
ENSG00000169499.14	1869	1838	522	1128
ENSG00000169504.14	2604	700	1467	3111
ENSG00000169508.6	45	36	27	42
ENSG00000169515.6	808	367	326	1158
ENSG00000169519.20	262	278	115	461
ENSG00000169548.3	0	0	4	5
ENSG00000169550.13	46	8	75	87
ENSG00000169554.19	114	51	83	104
ENSG00000169562.10	19	565	1	46
ENSG00000169564.6	6688	3718	4925	9678
ENSG00000169567.11	1136	2250	1675	2594
ENSG00000169570.9	102	285	180	285
ENSG00000169583.12	130	139	299	80
ENSG00000169592.14	710	391	656	1147
ENSG00000169594.13	40	2	502	314
ENSG00000169598.15	113	285	169	235
ENSG00000169599.12	245	253	166	446
ENSG00000169604.19	1608	893	326	979
ENSG00000169607.12	133	218	130	465
ENSG00000169609.13	250	145	150	323
ENSG00000169612.3	292	104	224	509
ENSG00000169621.9	85	29	10	106
ENSG00000169629.11	83	25	97	66
ENSG00000169635.9	236	135	214	550
ENSG00000169641.13	822	1026	384	809
ENSG00000169660.16	492	420	273	772
ENSG00000169668.11	0	0	8	2
ENSG00000169679.14	339	655	290	1360
ENSG00000169682.17	160	90	136	328
ENSG00000169683.7	264	393	166	589
ENSG00000169684.13	52	18	51	27
ENSG00000169689.14	225	449	272	500
ENSG00000169692.12	1347	907	1035	1033
ENSG00000169696.15	368	446	408	926
ENSG00000169710.8	2459	6700	2194	2740
ENSG00000169714.16	3356	4835	5227	12973
ENSG00000169715.14	1665	2536	3462	546
ENSG00000169718.17	956	1633	1310	2442
ENSG00000169727.12	939	1575	983	1960
ENSG00000169733.11	527	581	490	1145
ENSG00000169738.7	312	422	649	363
ENSG00000169740.13	335	79	262	669
ENSG00000169750.8	199	114	135	213
ENSG00000169752.16	90	50	20	14
ENSG00000169756.16	1049	822	1877	1215
ENSG00000169758.12	4	9	8	25
ENSG00000169760.17	29	4	1	28
ENSG00000169762.16	277	311	169	276
ENSG00000169764.15	1625	1156	1179	2207
ENSG00000169783.12	33	14	50	162
ENSG00000169813.16	5199	2136	2466	7101
ENSG00000169814.13	128	140	252	116
ENSG00000169826.7	721	200	352	950
ENSG00000169851.15	1462	428	1725	1552
ENSG00000169855.19	226	74	46	8
ENSG00000169857.7	111	294	191	364
ENSG00000169860.6	25	118	28	84
ENSG00000169862.18	31	131	46	8
ENSG00000169871.12	1456	1905	901	3498
ENSG00000169884.13	2	2	3	16
ENSG00000169885.9	6	15	9	22
ENSG00000169891.17	105	193	128	179
ENSG00000169894.17	2	2	7	174
ENSG00000169895.5	523	1076	547	1531
ENSG00000169896.17	121	51	95	127
ENSG00000169900.7	0	0	1	0
ENSG00000169902.14	189	111	103	302
ENSG00000169903.6	2	1	9	13
ENSG00000169905.12	2535	1058	1550	2946
ENSG00000169908.11	3387	6531	8101	15710
ENSG00000169914.5	422	842	528	505
ENSG00000169918.9	14	67	26	35
ENSG00000169919.16	861	961	476	1194
ENSG00000169925.16	1271	846	749	1113
ENSG00000169926.10	2484	2782	2790	6610
ENSG00000169946.13	29	9	9	299
ENSG00000169951.9	188	55	103	120
ENSG00000169955.7	237	91	125	350
ENSG00000169957.9	992	408	712	1595
ENSG00000169962.4	27	3	278	193
ENSG00000169964.7	75	181	166	215
ENSG00000169967.16	1184	1157	1434	2073
ENSG00000169972.11	203	261	348	234
ENSG00000169976.6	435	441	336	845
ENSG00000169981.10	89	69	98	120
ENSG00000169989.2	11	6	10	19
ENSG00000169991.10	268	536	130	142
ENSG00000169992.9	1078	441	737	1953
ENSG00000169994.18	232	307	9	83
ENSG00000170004.16	5112	4130	2962	8704
ENSG00000170006.11	27	3	25	10
ENSG00000170011.13	95	77	139	12
ENSG00000170017.12	1041	4428	693	3566
ENSG00000170027.6	5084	3651	8422	6025
ENSG00000170035.15	1489	711	534	1197
ENSG00000170037.13	586	371	623	1210
ENSG00000170043.11	487	293	584	1415
ENSG00000170044.8	0	0	0	24
ENSG00000170049.9	28	32	32	280
ENSG00000170074.19	6	24	3	140
ENSG00000170075.8	31	108	42	79
ENSG00000170085.17	250	323	168	314
ENSG00000170088.13	403	410	590	650
ENSG00000170089.15	76	463	410	370
ENSG00000170091.10	2	0	0	11
ENSG00000170092.14	5	4	13	1
ENSG00000170100.13	121	173	171	272
ENSG00000170113.15	52	103	321	344
ENSG00000170122.5	11	4	8	1
ENSG00000170128.4	4	0	0	6
ENSG00000170142.11	690	1531	1314	1626
ENSG00000170144.20	8682	8583	5890	13454
ENSG00000170145.4	921	1822	693	947
ENSG00000170153.10	158	772	949	338
ENSG00000170160.17	11	0	2	1
ENSG00000170161.6	27	14	87	32
ENSG00000170166.5	4	152	0	25
ENSG00000170175.10	272	330	218	499
ENSG00000170185.9	368	169	450	702
ENSG00000170190.15	667	220	262	584
ENSG00000170191.4	252	114	237	257
ENSG00000170209.4	18	41	5	31
ENSG00000170214.4	141	51	428	505
ENSG00000170222.11	44	26	41	62
ENSG00000170231.15	81	4	9	74
ENSG00000170234.12	376	434	752	471
ENSG00000170242.17	1333	840	673	1749
ENSG00000170248.14	1559	3353	1967	4386
ENSG00000170255.7	0	0	1	10
ENSG00000170260.8	439	184	298	759
ENSG00000170264.12	247	166	100	346
ENSG00000170265.11	751	477	713	1647
ENSG00000170266.15	659	965	758	1116
ENSG00000170270.4	57	183	180	150
ENSG00000170271.10	107	89	15	344
ENSG00000170275.14	787	3292	786	1772
ENSG00000170276.5	6	4	51	113
ENSG00000170289.12	1	6	6	17
ENSG00000170291.14	257	594	191	506
ENSG00000170293.8	130	213	162	197
ENSG00000170296.9	1506	1735	1252	1984
ENSG00000170310.14	155	82	90	280
ENSG00000170312.15	578	588	462	2448
ENSG00000170315.13	95	2931	3255	226
ENSG00000170322.14	724	558	568	789
ENSG00000170323.8	6	16	6	3
ENSG00000170324.20	5	3	0	0
ENSG00000170325.14	299	265	266	243
ENSG00000170340.10	889	396	371	824
ENSG00000170345.9	1785	6763	3459	3550
ENSG00000170348.8	4275	3942	4876	9389
ENSG00000170356.9	10	17	15	52
ENSG00000170364.12	183	125	86	73
ENSG00000170365.9	204	143	188	353
ENSG00000170367.4	23	52	30	23
ENSG00000170369.3	5	308	17	2
ENSG00000170370.11	2427	1017	1169	2432
ENSG00000170373.8	2	72	2	8
ENSG00000170379.20	32	42	38	6
ENSG00000170381.13	53	7	183	158
ENSG00000170382.11	392	220	1064	635
ENSG00000170385.9	1972	993	1428	1110
ENSG00000170390.15	96	39	24	67
ENSG00000170396.7	8	0	1	0
ENSG00000170412.16	2213	1046	766	1067
ENSG00000170417.15	208	128	348	223
ENSG00000170421.12	25748	83107	18395	64082
ENSG00000170423.12	35	3	12	16
ENSG00000170425.3	14	35	31	6
ENSG00000170426.1	3	0	1	14
ENSG00000170430.9	441	148	413	1230
ENSG00000170439.6	58	130	167	123
ENSG00000170442.11	44	141	26	56
ENSG00000170445.13	847	2591	1340	1131
ENSG00000170448.11	266	304	180	240
ENSG00000170454.5	0	0	0	7
ENSG00000170456.15	428	273	91	269
ENSG00000170458.13	673	206	923	830
ENSG00000170464.9	163	451	134	365
ENSG00000170465.9	0	0	0	24
ENSG00000170468.7	194	186	216	421
ENSG00000170469.10	20	86	102	73
ENSG00000170471.14	3837	1535	3269	2097
ENSG00000170473.16	493	274	240	725
ENSG00000170476.15	3	3	3	8
ENSG00000170477.12	704	281	1891	2172
ENSG00000170482.16	0	20	7	11
ENSG00000170484.9	1	4	5	13
ENSG00000170485.16	1949	124	1170	626
ENSG00000170498.8	15	0	1	2
ENSG00000170500.12	404	886	1883	2124
ENSG00000170502.12	550	208	410	567
ENSG00000170509.11	15	4	5	5
ENSG00000170515.13	1854	3387	2173	3938
ENSG00000170522.9	390	166	205	356
ENSG00000170523.3	7	5	19	6
ENSG00000170525.20	471	1356	1134	335
ENSG00000170537.12	115	19	52	74
ENSG00000170540.14	3177	2000	2013	3588
ENSG00000170542.5	207	132	248	633
ENSG00000170545.16	166	66	51	120
ENSG00000170558.8	732	1725	93	655
ENSG00000170571.11	22	761	34	44
ENSG00000170577.7	50	14	58	6
ENSG00000170579.16	438	181	457	554
ENSG00000170581.13	3491	1629	3213	4070
ENSG00000170584.10	293	462	690	792
ENSG00000170604.4	562	311	324	802
ENSG00000170606.14	2686	2567	3495	4584
ENSG00000170608.2	31	0	23	30
ENSG00000170615.14	3	0	0	4
ENSG00000170619.9	386	499	809	545
ENSG00000170624.13	23	1	4	5
ENSG00000170627.10	0	1	4	632
ENSG00000170629.14	9	93	2	201
ENSG00000170631.14	236	396	431	350
ENSG00000170632.13	791	874	492	1000
ENSG00000170633.16	538	421	630	910
ENSG00000170634.12	98	81	160	229
ENSG00000170638.9	485	681	841	1227
ENSG00000170653.18	961	732	528	864
ENSG00000170667.14	5	2	2	6
ENSG00000170677.5	422	270	100	511
ENSG00000170681.6	129	83	37	199
ENSG00000170684.8	35	19	13	34
ENSG00000170689.9	174	17	40	102
ENSG00000170703.15	6	14	0	25
ENSG00000170734.11	205	521	194	274
ENSG00000170745.11	170	42	12	9
ENSG00000170759.10	5133	1626	2855	9973
ENSG00000170775.2	281	189	2	10
ENSG00000170776.21	2051	2641	1184	2331
ENSG00000170779.10	361	556	436	678
ENSG00000170786.12	84	13	4	43
ENSG00000170788.13	1	3	0	7
ENSG00000170791.17	596	588	898	986
ENSG00000170801.9	12	11	2	38
ENSG00000170802.15	488	391	225	388
ENSG00000170819.4	0	0	0	15
ENSG00000170832.12	596	1031	514	1052
ENSG00000170835.14	100	101	8	50
ENSG00000170836.11	228	151	169	278
ENSG00000170837.2	248	465	216	459
ENSG00000170846.17	256	186	170	375
ENSG00000170852.10	1124	691	379	1765
ENSG00000170854.17	418	718	601	1357
ENSG00000170855.3	353	329	364	699
ENSG00000170860.3	366	761	830	717
ENSG00000170871.11	1602	1051	400	1037
ENSG00000170873.18	92	692	379	264
ENSG00000170876.7	972	1562	1361	1549
ENSG00000170881.4	1164	1651	1139	903
ENSG00000170889.13	5710	10190	7571	16074
ENSG00000170891.10	0	12	2	3
ENSG00000170892.10	704	469	608	947
ENSG00000170899.10	113	58	307	125
ENSG00000170903.10	300	283	381	393
ENSG00000170906.15	414	277	944	1030
ENSG00000170909.13	33	10	25	24
ENSG00000170915.8	128	64	12	64
ENSG00000170917.13	30	92	30	107
ENSG00000170919.15	361	168	436	291
ENSG00000170920.2	0	0	0	9
ENSG00000170921.15	1666	1299	616	1445
ENSG00000170927.14	15	0	79	297
ENSG00000170929.6	3	2	0	13
ENSG00000170946.14	187	165	115	216
ENSG00000170949.17	1185	663	550	700
ENSG00000170954.11	130	70	95	57
ENSG00000170955.9	318	375	158	492
ENSG00000170956.16	0	0	1	0
ENSG00000170959.14	41	32	9	24
ENSG00000170961.6	10	2	1	0
ENSG00000170962.12	69	228	59	74
ENSG00000170965.9	1	6	3	14
ENSG00000170989.9	28	7	38	294
ENSG00000171004.18	3	280	0	21
ENSG00000171016.12	8	4	5	0
ENSG00000171017.10	341	408	50	446
ENSG00000171033.12	163	145	40	8
ENSG00000171044.10	56	58	30	80
ENSG00000171045.14	283	1362	677	543
ENSG00000171049.8	7	2	6	11
ENSG00000171051.8	38	31	39	34
ENSG00000171055.14	807	468	344	412
ENSG00000171056.7	9	11	8	27
ENSG00000171067.10	339	300	377	523
ENSG00000171084.15	42	36	18	199
ENSG00000171094.17	31	1	15	184
ENSG00000171097.13	38	80	77	164
ENSG00000171100.14	171	597	501	384
ENSG00000171101.13	1	0	0	4
ENSG00000171102.14	0	13	1	5
ENSG00000171103.10	330	145	222	447
ENSG00000171105.13	2178	1741	212	1564
ENSG00000171109.18	2403	1141	1352	3340
ENSG00000171115.3	7	2	3	12
ENSG00000171119.2	54	0	0	32
ENSG00000171121.16	393	29	103	420
ENSG00000171124.13	265	188	28	137
ENSG00000171126.7	10	6	0	26
ENSG00000171130.18	344	292	1258	1288
ENSG00000171132.13	402	102	410	581
ENSG00000171135.14	397	420	353	1549
ENSG00000171148.13	846	744	665	2431
ENSG00000171150.8	797	254	377	733
ENSG00000171155.7	176	337	171	366
ENSG00000171159.4	711	832	630	915
ENSG00000171160.17	207	48	177	404
ENSG00000171161.12	663	572	505	1082
ENSG00000171163.15	864	718	1533	973
ENSG00000171169.8	215	102	113	198
ENSG00000171174.14	132	164	153	216
ENSG00000171202.6	131	272	294	193
ENSG00000171204.12	346	649	681	478
ENSG00000171206.14	2971	2246	1978	7209
ENSG00000171208.9	265	45	313	134
ENSG00000171219.8	1047	1223	1446	928
ENSG00000171222.10	907	618	610	760
ENSG00000171223.5	2306	5629	2551	5122
ENSG00000171224.8	221	56	163	385
ENSG00000171227.6	26	20	98	156
ENSG00000171234.13	267	29	268	147
ENSG00000171236.9	26	170	73	140
ENSG00000171241.8	70	134	116	334
ENSG00000171243.7	28	3	29	171
ENSG00000171246.5	1	5	3	1
ENSG00000171262.11	655	809	344	735
ENSG00000171291.8	481	473	444	466
ENSG00000171295.12	1325	1572	522	611
ENSG00000171298.12	792	1727	356	4950
ENSG00000171302.16	1222	821	443	1422
ENSG00000171303.6	298	97	152	224
ENSG00000171307.18	581	338	376	1150
ENSG00000171310.10	404	72	302	157
ENSG00000171311.12	313	130	310	727
